"length","weight"
2.94434137377323,221.852021043925
2.85491529750401,209.132410443834
2.85274204168202,205.307420229466
2.85102823073033,199.082565502992
2.84948246104446,196.675121514715
2.83528252428976,194.642175946023
2.83311224217421,193.762531296367
2.80419029089707,191.548675949265
2.79940728712053,191.335951577367
2.79873127232075,189.906351030772
2.78502131422557,189.842380943386
2.78144304957898,189.70905025427
2.77624163187531,189.708368348497
2.77573607789426,189.4542081498
2.77442137434833,188.440635430409
2.77437468925669,187.581048770785
2.77092769048092,187.456339360093
2.76748636556785,187.291083442383
2.76694662831137,186.871908721889
2.7565359747322,186.774276387757
2.75646105448953,186.730408607825
2.75575438433538,186.265007136068
2.75100841845578,185.498022806842
2.74850227838989,185.208971944322
2.74832776825616,184.970407288902
2.74299849079287,183.791113691977
2.74113347539981,183.677755125985
2.73691816274448,183.02402718444
2.73611276723619,182.964943615336
2.7335688608923,182.851244643566
2.73276162411282,182.479527020809
2.73103288935217,181.674485834805
2.73008617960744,181.271901734598
2.72940559377384,180.992321281134
2.72777082659586,180.132292913854
2.7257816949561,180.05128837993
2.72465495851737,179.500913936474
2.72431579797626,179.312380646044
2.72300371281938,178.823071937509
2.72096641289541,178.74164879073
2.7200242459482,178.468827395599
2.71897902603647,178.438403404672
2.71815858274864,178.290721106315
2.71734739327321,178.258896226839
2.71732088160643,178.140394500026
2.71588918482129,177.991340536379
2.71561105867202,177.972377738067
2.71556028632225,177.868283210453
2.71372873550247,177.700730195809
2.7136169471164,177.697960291087
2.71355728099118,177.674091263766
2.71355357331589,177.051603805781
2.7129360321095,177.033270826725
2.70770332725522,176.808982279674
2.70695431269296,176.606000323248
2.70603940739425,176.490375326578
2.7032331442424,176.330692165053
2.70314664005195,176.310234436666
2.70098626886793,175.873080919706
2.69649169174418,175.843408718076
2.69432715630316,175.564203025797
2.69194095334455,175.458569627872
2.68964152911218,175.346741824978
2.68909380557341,175.2832597872
2.6886112082288,175.243784862808
2.68822973640371,175.104590198538
2.68657243035631,174.792049281393
2.68572308981857,174.481485199624
2.68571031653857,174.207503655882
2.68425172905087,173.982633231098
2.68331401874751,173.929122441739
2.68117601482742,173.798182012158
2.68115748961043,173.779525511247
2.68061322846906,173.661659161868
2.68019164223755,173.648602708961
2.6796246713224,173.602750406746
2.67806590522463,173.39555403965
2.67735287872123,173.346562021825
2.67594267646124,173.243118228281
2.67567275297809,173.16299261944
2.6726239000085,173.149424762391
2.67108832574045,173.143289697295
2.67059013760174,173.055379864447
2.66993932563855,173.036512614938
2.66977105901978,173.022145017056
2.66927390616765,173.014551018361
2.66920256681715,172.997548264827
2.66881629848924,172.979296107141
2.66855236842846,172.959810210343
2.66824815607969,172.815009387936
2.66770723755526,172.807716612603
2.66633659096556,172.802584410045
2.66599778600818,172.643376889513
2.66586138097221,172.394392088691
2.66520310671859,172.277780162263
2.66368873355736,172.224477820551
2.66347226343536,172.21103797714
2.663343809399,172.145148004429
2.66244874459401,172.095267022302
2.66224486606295,172.034984151547
2.66084658488593,172.011419671098
2.65928040161886,172.010501338363
2.65832735148255,171.886629593175
2.65804692746602,171.825083690745
2.65791511150261,171.747846677576
2.657410089664,171.739504172936
2.65668628337938,171.577974366536
2.65652420778724,171.568780870023
2.6560573553788,171.429934233885
2.65530156746314,171.213409666361
2.6551506476151,171.198126391497
2.65490653306379,171.170763882438
2.65440706022006,171.088434429469
2.65434216170931,170.998426515482
2.65362644017229,170.89754621815
2.65196020201146,170.896758174489
2.65171573271182,170.710772028307
2.6508882416471,170.598638563685
2.65074941552814,170.594498707324
2.65070984050992,170.559908452775
2.65067260253111,170.512087402573
2.64846038609645,170.485976632481
2.64826440391228,170.469420699093
2.64787337847073,170.439726690753
2.64776874125151,170.351409806684
2.64752877338217,170.320211598012
2.64622956909338,170.154414761923
2.64616870489104,170.056502231157
2.64488429434872,170.008114789228
2.6439866632956,169.795457783111
2.64380689451965,169.704930869298
2.64274847737971,169.703413171189
2.64259287090939,169.694687324495
2.6425126883903,169.693506033637
2.64238475721426,169.641849750803
2.64082443431536,169.462228214255
2.64078719505697,169.412452019105
2.64012968233537,169.215742064494
2.63791079112036,169.039994178103
2.63759301796431,168.953882551033
2.6335829728988,168.892983316559
2.63328742416121,168.823953733966
2.63223988359244,168.803600211691
2.63194416496571,168.79122447736
2.63124513967456,168.674703311205
2.6294825728106,168.446634786226
2.62840431275469,168.428402354651
2.62809677578412,168.349644417901
2.62776877293176,168.348831313314
2.62723994568177,168.325855924566
2.62535800387472,168.269270456874
2.62527643051547,167.950767813563
2.62409765730155,167.860879137759
2.62376921387519,167.774210186258
2.62271661257074,167.553814032687
2.62261703027732,167.451155427455
2.62121279768055,167.353099879791
2.62025503426744,167.331832140229
2.62023366234524,167.212937608713
2.61936888015565,166.93593253749
2.61805147075421,166.928240963896
2.6179984527335,166.893017424139
2.61754878924225,166.815523227533
2.61749417737963,166.813376434903
2.61673391223522,166.802556150706
2.61624383614304,166.708634751697
2.61597093589255,166.632002567906
2.61542249467366,166.574724315012
2.61498708789335,166.53500594276
2.61422230201026,166.531894220872
2.61290324747152,166.482315393841
2.61207206527362,166.322216875093
2.61195326008819,166.287440014168
2.61166251919106,166.279847047155
2.61151116460217,166.242626484786
2.61092525301178,166.144025734583
2.61087174460378,166.074631830085
2.61004269612707,166.030781555703
2.60989220603111,166.004355545674
2.60932928650877,165.895474704942
2.60914073730049,165.884176045185
